arm,instance,model,featurizer,featurizer_args,model_args,dataset,dataset_rows,cross_validation,fold,wall_s,featurize_s,fit_s,predict_s,dataset_load_s,peak_rss_mb,peak_vram_mb,epochs,device,X_shape,n_train,n_test,status,task_cost_usd,task_realtime_s,tier,model_class,compute_class,instance_family
batch_gpu,g4dn.xlarge,MLP,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""dropout"": 0.25, ""hidden_dims"": [128, 128]}",siRNA1,2431,nucleobase,1,20.699845664999998,5.868416302000014,8.913910079000004,0.017591131000017413,0.07970668699999806,1490.599936,17.777664,53.0,cuda:Tesla T4,"[1923, 146]",1923.0,508.0,ok,0.0160722229,100.471,M,MLP,gpu,g4dn
batch_gpu,g4dn.xlarge,MLP,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""dropout"": 0.25, ""hidden_dims"": [128, 128]}",siRNA1,2431,nucleobase,2,17.374841047000018,5.835252173000015,5.699348032999978,0.0211721239999747,0.07970668699999806,1491.82464,17.777664,33.0,cuda:Tesla T4,"[2011, 146]",2011.0,420.0,ok,0.0160722229,100.471,M,MLP,gpu,g4dn
batch_gpu,g4dn.xlarge,MLP,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""dropout"": 0.25, ""hidden_dims"": [128, 128]}",siRNA1,2431,nucleobase,3,18.32858016099999,5.853230465999957,6.623254298000006,0.02185144999998556,0.07970668699999806,1495.523328,17.778176,41.0,cuda:Tesla T4,"[1914, 146]",1914.0,517.0,ok,0.0160722229,100.471,M,MLP,gpu,g4dn
batch_gpu,g4dn.xlarge,MLP,KMersCounts,"{""k"": [1, 2, 3], ""modification_abundance"": false}","{""dropout"": 0.25, ""hidden_dims"": [128, 128]}",siRNA1,2431,nucleobase,4,17.39922712499998,5.8734884340000235,5.668612226999983,0.01770728600001803,0.07970668699999806,1500.24192,17.778688,35.0,cuda:Tesla T4,"[1902, 146]",1902.0,529.0,ok,0.0160722229,100.471,M,MLP,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,nucleobase,0,180.28387123299996,89.09079283299997,31.472384691000002,7.270089990000088,0.4534386479999739,1779.613696,23.588864,7.0,cuda:Tesla T4,"[25428, 25, 5]",25428.0,7174.0,ok,0.1738722298,1183.316,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,nucleobase,1,207.96287201200005,89.17509889099995,60.282569961000036,5.47261945799994,0.4534386479999739,1775.939584,23.588864,13.0,cuda:Tesla T4,"[25448, 25, 5]",25448.0,7154.0,ok,0.1738722298,1183.316,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,nucleobase,2,196.77502447100005,90.14445372599994,48.63261788,3.349343470000008,0.4534386479999739,1989.808128,23.588864,11.0,cuda:Tesla T4,"[23423, 25, 5]",23423.0,9179.0,ok,0.1738722298,1183.316,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,nucleobase,3,398.1004095400001,89.52831071699984,252.39035286000012,1.4816290879998633,0.4534386479999739,1810.55488,23.588864,58.0,cuda:Tesla T4,"[23507, 25, 5]",23507.0,9095.0,ok,0.1738722298,1183.316,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,nucleobase,4,191.19066122999993,92.1365261840001,42.11440606200017,2.515112887999976,0.4534386479999739,1873.375232,23.588864,9.0,cuda:Tesla T4,"[25606, 25, 5]",25606.0,6996.0,ok,0.1738722298,1183.316,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,nucleobase,0,180.28387123299996,89.09079283299997,31.472384691000002,7.270089990000088,0.4534386479999739,1779.613696,23.588864,7.0,cuda:Tesla T4,"[25428, 25, 5]",25428.0,7174.0,ok,0.1738722298,1183.316,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,nucleobase,1,207.96287201200005,89.17509889099995,60.282569961000036,5.47261945799994,0.4534386479999739,1775.939584,23.588864,13.0,cuda:Tesla T4,"[25448, 25, 5]",25448.0,7154.0,ok,0.1738722298,1183.316,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,nucleobase,2,196.77502447100005,90.14445372599994,48.63261788,3.349343470000008,0.4534386479999739,1989.808128,23.588864,11.0,cuda:Tesla T4,"[23423, 25, 5]",23423.0,9179.0,ok,0.1738722298,1183.316,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,nucleobase,3,398.1004095400001,89.52831071699984,252.39035286000012,1.4816290879998633,0.4534386479999739,1810.55488,23.588864,58.0,cuda:Tesla T4,"[23507, 25, 5]",23507.0,9095.0,ok,0.1738722298,1183.316,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,nucleobase,4,191.19066122999993,92.1365261840001,42.11440606200017,2.515112887999976,0.4534386479999739,1873.375232,23.588864,9.0,cuda:Tesla T4,"[25606, 25, 5]",25606.0,6996.0,ok,0.1738722298,1183.316,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 128, ""dim_feedforward"": 64, ""dropout"": 0.25, ""nhead"": 4, ""num_layers"": 1}",asoptimizer_cleaned,32602,nucleobase,0,280.206122784,91.40149006800004,132.67224283899998,2.1458677199999556,0.45687022100003105,1691.766784,24.87296,40.0,cuda:Tesla T4,"[25428, 25, 5]",25428.0,7174.0,ok,0.1709500074,1160.104,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 128, ""dim_feedforward"": 64, ""dropout"": 0.25, ""nhead"": 4, ""num_layers"": 1}",asoptimizer_cleaned,32602,nucleobase,1,194.37913290000006,91.20610543499993,47.101828642999976,1.3941716589999942,0.45687022100003105,2128.494592,24.87296,14.0,cuda:Tesla T4,"[25448, 25, 5]",25448.0,7154.0,ok,0.1709500074,1160.104,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 128, ""dim_feedforward"": 64, ""dropout"": 0.25, ""nhead"": 4, ""num_layers"": 1}",asoptimizer_cleaned,32602,nucleobase,2,234.44168687199988,88.52982425300013,90.10781562900002,1.415172554000037,0.45687022100003105,1900.568576,24.87296,29.0,cuda:Tesla T4,"[23423, 25, 5]",23423.0,9179.0,ok,0.1709500074,1160.104,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 128, ""dim_feedforward"": 64, ""dropout"": 0.25, ""nhead"": 4, ""num_layers"": 1}",asoptimizer_cleaned,32602,nucleobase,3,226.42216412300013,89.1732718180001,81.2470538990001,1.4935785000000124,0.45687022100003105,2282.909696,24.87296,26.0,cuda:Tesla T4,"[23507, 25, 5]",23507.0,9095.0,ok,0.1709500074,1160.104,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 128, ""dim_feedforward"": 64, ""dropout"": 0.25, ""nhead"": 4, ""num_layers"": 1}",asoptimizer_cleaned,32602,nucleobase,4,215.47045478299992,91.37642746400002,68.40844813500007,1.2659838320000745,0.45687022100003105,2342.350848,24.87296,20.0,cuda:Tesla T4,"[25606, 25, 5]",25606.0,6996.0,ok,0.1709500074,1160.104,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 128, ""dim_feedforward"": 64, ""dropout"": 0.25, ""nhead"": 4, ""num_layers"": 1}",asoptimizer_cleaned,32602,nucleobase,0,280.206122784,91.40149006800004,132.67224283899998,2.1458677199999556,0.45687022100003105,1691.766784,24.87296,40.0,cuda:Tesla T4,"[25428, 25, 5]",25428.0,7174.0,ok,0.1709500074,1160.104,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 128, ""dim_feedforward"": 64, ""dropout"": 0.25, ""nhead"": 4, ""num_layers"": 1}",asoptimizer_cleaned,32602,nucleobase,1,194.37913290000006,91.20610543499993,47.101828642999976,1.3941716589999942,0.45687022100003105,2128.494592,24.87296,14.0,cuda:Tesla T4,"[25448, 25, 5]",25448.0,7154.0,ok,0.1709500074,1160.104,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 128, ""dim_feedforward"": 64, ""dropout"": 0.25, ""nhead"": 4, ""num_layers"": 1}",asoptimizer_cleaned,32602,nucleobase,2,234.44168687199988,88.52982425300013,90.10781562900002,1.415172554000037,0.45687022100003105,1900.568576,24.87296,29.0,cuda:Tesla T4,"[23423, 25, 5]",23423.0,9179.0,ok,0.1709500074,1160.104,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 128, ""dim_feedforward"": 64, ""dropout"": 0.25, ""nhead"": 4, ""num_layers"": 1}",asoptimizer_cleaned,32602,nucleobase,3,226.42216412300013,89.1732718180001,81.2470538990001,1.4935785000000124,0.45687022100003105,2282.909696,24.87296,26.0,cuda:Tesla T4,"[23507, 25, 5]",23507.0,9095.0,ok,0.1709500074,1160.104,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,OneHotEncoder,"{""encode_components"": [""base""]}","{""d_model"": 128, ""dim_feedforward"": 64, ""dropout"": 0.25, ""nhead"": 4, ""num_layers"": 1}",asoptimizer_cleaned,32602,nucleobase,4,215.47045478299992,91.37642746400002,68.40844813500007,1.2659838320000745,0.45687022100003105,2342.350848,24.87296,20.0,cuda:Tesla T4,"[25606, 25, 5]",25606.0,6996.0,ok,0.1709500074,1160.104,L,Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,RNAFMEmbeddings,{},"{""depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 5, ""pooling_operation"": ""max""}",asoptimizer_cleaned,32602,random,0,318.064351431,113.83685150600002,55.071543131,149.151287098,0.4678871560000175,7610.10176,5401.931264,16.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.2542333444,1729.118,L,RNA-FM + CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,RNAFMEmbeddings,{},"{""depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 5, ""pooling_operation"": ""max""}",asoptimizer_cleaned,32602,random,1,339.577886885,113.38501037699996,40.65678116699996,185.53185036000002,0.4678871560000175,9564.299264,5401.931776,12.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.2542333444,1729.118,L,RNA-FM + CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,RNAFMEmbeddings,{},"{""depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 5, ""pooling_operation"": ""max""}",asoptimizer_cleaned,32602,random,2,367.80349396299994,114.35613359900003,71.41191573099991,182.03074340900002,0.4678871560000175,7994.990592,5401.932288,21.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.2542333444,1729.118,L,RNA-FM + CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,RNAFMEmbeddings,{},"{""depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 5, ""pooling_operation"": ""max""}",asoptimizer_cleaned,32602,random,3,376.590120158,113.99860104599998,71.23134239599995,191.355364451,0.4678871560000175,9664.118784,5401.931776,21.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.2542333444,1729.118,L,RNA-FM + CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,RNAFMEmbeddings,{},"{""depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 5, ""pooling_operation"": ""max""}",asoptimizer_cleaned,32602,random,4,316.1312708209998,114.559217279,64.986492193,136.58097103799992,0.4678871560000175,9664.094208,5401.931776,19.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.2542333444,1729.118,L,RNA-FM + CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,RNAFMEmbeddings,{},"{""depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 5, ""pooling_operation"": ""max""}",asoptimizer_cleaned,32602,random,0,318.064351431,113.83685150600002,55.071543131,149.151287098,0.4678871560000175,7610.10176,5401.931264,16.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.2542333444,1729.118,L,RNA-FM + CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,RNAFMEmbeddings,{},"{""depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 5, ""pooling_operation"": ""max""}",asoptimizer_cleaned,32602,random,1,339.577886885,113.38501037699996,40.65678116699996,185.53185036000002,0.4678871560000175,9564.299264,5401.931776,12.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.2542333444,1729.118,L,RNA-FM + CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,RNAFMEmbeddings,{},"{""depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 5, ""pooling_operation"": ""max""}",asoptimizer_cleaned,32602,random,2,367.80349396299994,114.35613359900003,71.41191573099991,182.03074340900002,0.4678871560000175,7994.990592,5401.932288,21.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.2542333444,1729.118,L,RNA-FM + CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,RNAFMEmbeddings,{},"{""depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 5, ""pooling_operation"": ""max""}",asoptimizer_cleaned,32602,random,3,376.590120158,113.99860104599998,71.23134239599995,191.355364451,0.4678871560000175,9664.118784,5401.931776,21.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.2542333444,1729.118,L,RNA-FM + CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,RNAFMEmbeddings,{},"{""depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 5, ""pooling_operation"": ""max""}",asoptimizer_cleaned,32602,random,4,316.1312708209998,114.559217279,64.986492193,136.58097103799992,0.4678871560000175,9664.094208,5401.931776,19.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.2542333444,1729.118,L,RNA-FM + CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 32, ""kernel_size"": 5, ""pooling_operation"": ""max""}",siRNA1,2431,nucleobase,0,30.120111134000012,9.31369333799995,14.941904366000017,0.011624242999971557,0.07939132899997503,1538.00704,17.64352,100.0,cuda:Tesla T4,"[1777, 42, 5]",1777.0,654.0,ok,0.02483889,163.643,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 32, ""kernel_size"": 5, ""pooling_operation"": ""max""}",siRNA1,2431,nucleobase,1,31.384952817999988,9.811823548000007,15.63880125899999,0.015840023999999175,0.07939132899997503,1556.381696,17.64352,100.0,cuda:Tesla T4,"[1923, 42, 5]",1923.0,508.0,ok,0.02483889,163.643,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 32, ""kernel_size"": 5, ""pooling_operation"": ""max""}",siRNA1,2431,nucleobase,2,31.822965796999995,9.774737616000039,16.14237915800004,0.011093779000020731,0.07939132899997503,1560.276992,17.644032,100.0,cuda:Tesla T4,"[2011, 42, 5]",2011.0,420.0,ok,0.02483889,163.643,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 32, ""kernel_size"": 5, ""pooling_operation"": ""max""}",siRNA1,2431,nucleobase,3,30.849046606,9.768587711999999,15.244782610000016,0.014889210999967872,0.07939132899997503,1563.50464,17.64352,100.0,cuda:Tesla T4,"[1914, 42, 5]",1914.0,517.0,ok,0.02483889,163.643,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 32, ""kernel_size"": 5, ""pooling_operation"": ""max""}",siRNA1,2431,nucleobase,4,30.770425498999998,9.657038617000012,15.237924422999981,0.010758312999996633,0.07939132899997503,1563.500544,17.644032,100.0,cuda:Tesla T4,"[1902, 42, 5]",1902.0,529.0,ok,0.02483889,163.643,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 32, ""kernel_size"": 5, ""pooling_operation"": ""max""}",siRNA1,2431,nucleobase,0,30.120111134000012,9.31369333799995,14.941904366000017,0.011624242999971557,0.07939132899997503,1538.00704,17.64352,100.0,cuda:Tesla T4,"[1777, 42, 5]",1777.0,654.0,ok,0.02483889,163.643,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 32, ""kernel_size"": 5, ""pooling_operation"": ""max""}",siRNA1,2431,nucleobase,1,31.384952817999988,9.811823548000007,15.63880125899999,0.015840023999999175,0.07939132899997503,1556.381696,17.64352,100.0,cuda:Tesla T4,"[1923, 42, 5]",1923.0,508.0,ok,0.02483889,163.643,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 32, ""kernel_size"": 5, ""pooling_operation"": ""max""}",siRNA1,2431,nucleobase,2,31.822965796999995,9.774737616000039,16.14237915800004,0.011093779000020731,0.07939132899997503,1560.276992,17.644032,100.0,cuda:Tesla T4,"[2011, 42, 5]",2011.0,420.0,ok,0.02483889,163.643,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 32, ""kernel_size"": 5, ""pooling_operation"": ""max""}",siRNA1,2431,nucleobase,3,30.849046606,9.768587711999999,15.244782610000016,0.014889210999967872,0.07939132899997503,1563.50464,17.64352,100.0,cuda:Tesla T4,"[1914, 42, 5]",1914.0,517.0,ok,0.02483889,163.643,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 32, ""kernel_size"": 5, ""pooling_operation"": ""max""}",siRNA1,2431,nucleobase,4,30.770425498999998,9.657038617000012,15.237924422999981,0.010758312999996633,0.07939132899997503,1563.500544,17.644032,100.0,cuda:Tesla T4,"[1902, 42, 5]",1902.0,529.0,ok,0.02483889,163.643,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,RNAFMEmbeddings,"{""flatten"": false}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,random,0,272.773175198,114.53960160799994,156.08834465099994,2.1396176539999487,0.4658475559999715,7536.500736,5401.931264,27.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.1972500086,1343.135,L,RNA-FM + Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,RNAFMEmbeddings,"{""flatten"": false}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,random,1,261.154351657,114.25772944500011,144.67014295399997,2.2201604859999406,0.4658475559999715,9425.936384,5401.931776,25.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.1972500086,1343.135,L,RNA-FM + Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,RNAFMEmbeddings,"{""flatten"": false}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,random,2,363.7291612920001,112.87237434100007,248.549573388,2.301157804000013,0.4658475559999715,7761.883136,5401.932288,43.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.1972500086,1343.135,L,RNA-FM + Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,RNAFMEmbeddings,"{""flatten"": false}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,random,3,180.90002133000007,113.10531881299994,65.58755468300001,2.2008222999997997,0.4658475559999715,9494.499328,5401.931776,11.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.1972500086,1343.135,L,RNA-FM + Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,RNAFMEmbeddings,"{""flatten"": false}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,random,4,253.98019166900008,113.60010438799986,137.9423759409999,2.4313371750001807,0.4658475559999715,9422.516224,5401.931776,23.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.1972500086,1343.135,L,RNA-FM + Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,RNAFMEmbeddings,"{""flatten"": false}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,random,0,272.773175198,114.53960160799994,156.08834465099994,2.1396176539999487,0.4658475559999715,7536.500736,5401.931264,27.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.1972500086,1343.135,L,RNA-FM + Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,RNAFMEmbeddings,"{""flatten"": false}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,random,1,261.154351657,114.25772944500011,144.67014295399997,2.2201604859999406,0.4658475559999715,9425.936384,5401.931776,25.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.1972500086,1343.135,L,RNA-FM + Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,RNAFMEmbeddings,"{""flatten"": false}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,random,2,363.7291612920001,112.87237434100007,248.549573388,2.301157804000013,0.4658475559999715,7761.883136,5401.932288,43.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.1972500086,1343.135,L,RNA-FM + Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,RNAFMEmbeddings,"{""flatten"": false}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,random,3,180.90002133000007,113.10531881299994,65.58755468300001,2.2008222999997997,0.4658475559999715,9494.499328,5401.931776,11.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.1972500086,1343.135,L,RNA-FM + Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,Transformer,RNAFMEmbeddings,"{""flatten"": false}","{""d_model"": 64, ""dim_feedforward"": 128, ""dropout"": 0, ""nhead"": 2, ""num_layers"": 2}",asoptimizer_cleaned,32602,random,4,253.98019166900008,113.60010438799986,137.9423759409999,2.4313371750001807,0.4658475559999715,9422.516224,5401.931776,23.0,cuda:Tesla T4,"[26082, 25, 640]",26082.0,6520.0,ok,0.1972500086,1343.135,L,RNA-FM + Transformer,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 64, ""kernel_size"": 3, ""pooling_operation"": ""avg""}",siRNA1,2431,random,0,24.671592778000047,8.933127409000008,15.698043583000015,0.038758617999974376,0.07611833300001081,1612.447744,18.093568,96.0,cuda:Tesla T4,"[1945, 42, 5]",1945.0,486.0,ok,0.0189944453,124.013,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 64, ""kernel_size"": 3, ""pooling_operation"": ""avg""}",siRNA1,2431,random,1,23.720509780999976,9.87699812599999,13.816584127999988,0.025864561000048525,0.07611833300001081,1614.49984,18.093568,89.0,cuda:Tesla T4,"[1945, 42, 5]",1945.0,486.0,ok,0.0189944453,124.013,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 64, ""kernel_size"": 3, ""pooling_operation"": ""avg""}",siRNA1,2431,random,2,24.802157465999983,9.76120000000003,14.996521433999987,0.04341062299999976,0.07611833300001081,1620.451328,18.09408,96.0,cuda:Tesla T4,"[1945, 42, 5]",1945.0,486.0,ok,0.0189944453,124.013,M,CNN,gpu,g4dn
batch_gpu,g4dn.xlarge,CNN,OneHotEncoder,"{""encode_components"": [""base""]}","{""depth"": 1, ""hidden_dim"": 64, ""kernel_size"": 3, ""pooling_operation"": ""avg""}",siRNA1,2431,random,3,21.009961618999967,10.056034140999998,10.908758164000005,0.04413019100002202,0.07611833300001081,1620.451328,18.093568,70.0,cuda:Tesla T4,"[1945, 42, 5]",1945.0,486.0,ok,0.0189944453,124.013,M,CNN,gpu,g4dn
